Date,Open,High,Low,Close,Volume
2025-04-24,21890.099609375,22081.51953125,21731.7890625,22064.509765625,62636800
2025-04-25,22210.509765625,22318.359375,22078.33984375,22242.44921875,70917400
2025-04-28,22339.890625,22443.41015625,22255.330078125,22271.669921875,55883200
2025-04-29,22377.169921875,22455.6796875,22319.279296875,22425.830078125,75547100
2025-04-30,22520.490234375,22607.3203125,22235.740234375,22496.98046875,99189800
2025-05-02,22818.1796875,23086.650390625,22764.509765625,23086.650390625,84456300
2025-05-05,23064.259765625,23364.240234375,23064.259765625,23344.5390625,48831900
2025-05-06,23387.349609375,23389.859375,22861.400390625,23249.650390625,67251500
2025-05-07,23252.94921875,23300.880859375,23100.9296875,23115.9609375,66591700
2025-05-08,23265.76953125,23408.5,23238.4609375,23352.689453125,68153300
2025-05-09,23480.380859375,23543.26953125,23428.880859375,23499.3203125,69225600
2025-05-12,23758.580078125,23911.98046875,23361.720703125,23566.5390625,92750000
2025-05-13,23583.740234375,23649.880859375,23543.05078125,23638.560546875,79961500
2025-05-14,23679.029296875,23702.19921875,23444.41015625,23527.009765625,80368900
2025-05-15,23422.1796875,23696.6796875,23338.890625,23695.58984375,74787600
2025-05-16,23775.6796875,23887.140625,23664.390625,23767.4296875,71976600
2025-05-19,23705.9296875,23935.08984375,23676.349609375,23934.98046875,47854200
2025-05-20,24004.390625,24082.48046875,23898.849609375,24036.109375,66388300
2025-05-21,23966.419921875,24152.240234375,23871.470703125,24122.400390625,58543400
2025-05-22,24017.060546875,24040.2109375,23843.0703125,23999.169921875,56102000
2025-05-23,24026.689453125,24149.080078125,23274.849609375,23629.580078125,94245400
2025-05-26,24009.099609375,24050.599609375,23932.0390625,24027.650390625,37001300
2025-05-27,24054.16015625,24300.970703125,24027.75,24226.490234375,53474100
2025-05-28,24250.990234375,24325.970703125,24038.189453125,24038.189453125,57894000
2025-05-29,24255.009765625,24255.009765625,23917.060546875,23933.23046875,42765200
2025-05-30,23963.490234375,24181.529296875,23958.4296875,23997.48046875,110527000
2025-06-02,23865.380859375,23993.220703125,23740.08984375,23930.669921875,53147300
2025-06-03,24031.9609375,24101.55078125,23826.390625,24091.619140625,50506800
2025-06-04,24253.689453125,24346.150390625,24129.3203125,24276.48046875,54182400
2025-06-05,24281.2109375,24479.419921875,24220.7109375,24323.580078125,53665700
2025-06-06,24304.369140625,24355.029296875,24214.529296875,24304.4609375,41235800
2025-06-09,24252.259765625,24289.509765625,24097.08984375,24174.3203125,35991400
2025-06-10,24156.529296875,24168.58984375,23964.76953125,23987.560546875,59033500
2025-06-11,23996.66015625,24151.390625,23948.5703125,23948.900390625,62192700
2025-06-12,23768.05078125,23885.060546875,23618.849609375,23771.44921875,63677900
2025-06-13,23448.189453125,23557.7109375,23360.16015625,23516.23046875,73193600
2025-06-16,23589.470703125,23711.73046875,23505.5390625,23699.119140625,55479100
2025-06-17,23495.060546875,23550.990234375,23315.0703125,23434.650390625,55135600
2025-06-18,23426.970703125,23502.94921875,23262.640625,23317.810546875,56994800
2025-06-19,23178.599609375,23254.859375,23051.55078125,23057.380859375,41395300
2025-06-20,23197.119140625,23481.970703125,23187.48046875,23350.55078125,153406000
2025-06-23,23242.900390625,23385.599609375,23080.2890625,23269.009765625,50041400
2025-06-24,23689.189453125,23812.7890625,23580.2109375,23641.580078125,63913800
2025-06-25,23713.240234375,23713.240234375,23466.73046875,23498.330078125,57280500
2025-06-26,23609.30078125,23710.580078125,23521.099609375,23649.30078125,51552300
2025-06-27,23864.669921875,24040.55078125,23784.619140625,24033.220703125,57584600
2025-06-30,24109.150390625,24120.8203125,23854.310546875,23909.609375,70772100
2025-07-01,23966.94921875,23978.30078125,23671.26953125,23673.2890625,61850200
2025-07-02,23789.060546875,23824.5,23620.419921875,23790.109375,53388000
2025-07-03,23884.80078125,23944.099609375,23762.419921875,23934.130859375,46650200
2025-07-04,23833.140625,23868.9296875,23702.650390625,23787.44921875,34239700
2025-07-07,23845.880859375,24073.669921875,23836.580078125,24073.669921875,39606000
2025-07-08,24135.740234375,24244.08984375,24063.419921875,24206.91015625,60796000
2025-07-09,24278.890625,24609.150390625,24261.009765625,24549.560546875,60620400
2025-07-10,24638.580078125,24639.099609375,24450.970703125,24456.810546875,58767400
2025-07-11,24333.109375,24369.05078125,24166.630859375,24255.310546875,45562600
2025-07-14,24038.2890625,24168.140625,23975.4609375,24160.640625,42197100
2025-07-15,24220.51953125,24266.810546875,24060.2890625,24060.2890625,41804800
2025-07-16,24011.990234375,24207.810546875,23968.94921875,24009.380859375,51694600
2025-07-17,24227.5390625,24374.5,24174.759765625,24370.9296875,47542100
2025-07-18,24483.66015625,24494.880859375,24251.359375,24289.509765625,47707700
2025-07-21,24309.390625,24335.259765625,24191.630859375,24307.80078125,42777100
2025-07-22,24236.08984375,24237.41015625,23921.830078125,24041.900390625,49151300
2025-07-23,24246.80078125,24310.9609375,24122.189453125,24240.8203125,80487800
2025-07-24,24502.990234375,24514.9296875,24235.439453125,24295.9296875,78043300
2025-07-25,24097.330078125,24252.58984375,24065.189453125,24217.5,54010400
2025-07-28,24424.669921875,24444.470703125,23942.119140625,23970.359375,52660400
2025-07-29,24051.7109375,24310.0,24051.7109375,24217.369140625,50189600
2025-07-30,24169.259765625,24302.76953125,24138.2109375,24262.220703125,51182600
2025-07-31,24340.2109375,24433.400390625,24039.919921875,24065.470703125,61019200
2025-08-01,23786.91015625,23802.73046875,23380.939453125,23425.970703125,69500600
2025-08-04,23523.240234375,23783.7890625,23521.609375,23757.689453125,50796000
2025-08-05,23914.3203125,23979.58984375,23785.080078125,23846.0703125,58127500
2025-08-06,23972.029296875,23996.890625,23806.919921875,23924.359375,66327800
2025-08-07,23910.869140625,24392.0390625,23899.4609375,24192.5,75743300
2025-08-08,24165.880859375,24268.8203125,24095.990234375,24162.859375,55854700
2025-08-11,24206.259765625,24219.08984375,24030.05078125,24081.33984375,41591600
2025-08-12,24147.009765625,24156.25,23940.240234375,24024.779296875,55507100
2025-08-13,24156.509765625,24247.390625,24138.7890625,24185.58984375,48580100
2025-08-14,24205.58984375,24409.349609375,24205.369140625,24377.5,47940900
2025-08-15,24530.69921875,24536.109375,24327.599609375,24359.30078125,47125900
2025-08-18,24313.8203125,24336.740234375,24245.169921875,24314.76953125,40221600
2025-08-19,24357.23046875,24441.0,24283.55078125,24423.0703125,43710500
2025-08-20,24252.720703125,24369.869140625,24217.509765625,24276.970703125,44783600
2025-08-21,24274.419921875,24306.060546875,24179.91015625,24293.33984375,39351400
2025-08-22,24254.810546875,24444.41015625,24222.5390625,24363.08984375,44811700
2025-08-25,24232.01953125,24377.380859375,24224.150390625,24273.119140625,31480100
2025-08-26,24110.080078125,24263.109375,24036.880859375,24152.869140625,78930600
2025-08-27,24174.619140625,24198.30078125,23977.990234375,24046.2109375,43590200
2025-08-28,24180.619140625,24206.529296875,23972.5390625,24039.919921875,42293000
2025-08-29,23949.4296875,24063.55078125,23881.98046875,23902.2109375,45696500
2025-09-01,24012.0390625,24046.849609375,23969.359375,24037.330078125,26626400
2025-09-02,23975.33984375,23990.810546875,23482.669921875,23487.330078125,54299900
2025-09-03,23606.689453125,23705.94921875,23507.109375,23594.80078125,53264000
2025-09-04,23664.7890625,23800.119140625,23610.44921875,23770.330078125,46931400
2025-09-05,23851.939453125,23854.6796875,23546.69921875,23596.98046875,46854600
2025-09-08,23771.859375,23830.119140625,23655.470703125,23807.130859375,48616500
2025-09-09,23802.609375,23859.560546875,23633.94921875,23718.44921875,44540300
2025-09-10,23837.169921875,23883.580078125,23600.470703125,23632.94921875,49060600
2025-09-11,23654.9296875,23787.1796875,23563.369140625,23703.650390625,47690900
2025-09-12,23767.33984375,23793.060546875,23604.359375,23698.150390625,43830600
2025-09-15,23785.259765625,23855.349609375,23664.109375,23748.859375,40171100
2025-09-16,23711.990234375,23717.669921875,23317.30078125,23329.240234375,51217300
2025-09-17,23407.390625,23476.7109375,23284.669921875,23359.1796875,50053900
2025-09-18,23577.060546875,23690.470703125,23557.810546875,23674.529296875,54290600
2025-09-19,23723.33984375,23785.240234375,23599.259765625,23639.41015625,213887300
2025-09-22,23567.490234375,23589.25,23424.439453125,23527.05078125,53681300
2025-09-23,23604.359375,23723.19921875,23564.970703125,23611.330078125,48153500
2025-09-24,23601.5,23736.599609375,23499.98046875,23666.810546875,54163200
2025-09-25,23620.400390625,23629.369140625,23383.83984375,23534.830078125,55308500
2025-09-26,23601.189453125,23756.0390625,23579.25,23739.470703125,45110800
2025-09-29,23835.609375,23835.609375,23666.810546875,23745.060546875,39242000
2025-09-30,23726.4296875,23887.73046875,23676.359375,23880.720703125,47602500
2025-10-01,23755.23046875,24162.23046875,23753.080078125,24113.619140625,53499000
2025-10-02,24293.830078125,24502.330078125,24247.44921875,24422.560546875,54187900
2025-10-03,24511.5703125,24524.109375,24343.2109375,24378.80078125,38220200
