date,open,high,low,close,volume,daily_return,log_return
2024-12-22,97202.82496847633,97202.82496847633,97202.82496847633,97202.82496847633,53058382639.48845,-0.5001557729872985,-0.00501410738243106
2024-12-23,95094.27394862173,95094.27394862173,95094.27394862173,95094.27394862173,44619017105.36954,-2.169228127411338,-0.02193101761234826
2024-12-24,94644.91085464321,94644.91085464321,94644.91085464321,94644.91085464321,64937790292.61125,-0.4725448497785556,-0.004736648727540294
2024-12-25,98695.71400782601,98695.71400782601,98695.71400782601,98695.71400782601,49169088282.15742,4.280001023408508,0.041909412891253564
2024-12-26,99344.95417367229,99344.95417367229,99344.95417367229,99344.95417367229,33963749856.44743,0.657820020223765,0.006556658263139287
2024-12-27,95678.31244565405,95678.31244565405,95678.31244565405,95678.31244565405,45049342388.18843,-3.6908182791129063,-0.0376065267561875
2024-12-28,94331.94727053077,94331.94727053077,94331.94727053077,94331.94727053077,41498540807.666954,-1.407179057310426,-0.014171736942142382
2024-12-29,95184.61945288602,95184.61945288602,95184.61945288602,95184.61945288602,22429850903.940086,0.9039060541280897,0.008998452754268724
2024-12-30,93663.44751964067,93663.44751964067,93663.44751964067,93663.44751964067,24065314499.502274,-1.5981278719071734,-0.016110356418869543
2024-12-31,92627.28213113277,92627.28213113277,92627.28213113277,92627.28213113277,57595164139.4709,-1.106264413650393,-0.011124290251796296
2025-01-01,93507.85874741491,93507.85874741491,93507.85874741491,93507.85874741491,45327464907.74362,0.9506665811866322,0.009461761831536675
2025-01-02,94384.1761153871,94384.1761153871,94384.1761153871,94384.1761153871,23275007789.496334,0.9371590577636146,0.009327949667277409
2025-01-03,96852.14681235075,96852.14681235075,96852.14681235075,96852.14681235075,45157338602.617516,2.6148140488575944,0.02581212276696601
2025-01-04,98084.34279280754,98084.34279280754,98084.34279280754,98084.34279280754,35721645948.10051,1.2722443652634308,0.012642193303310423
2025-01-05,98256.73876849933,98256.73876849933,98256.73876849933,98256.73876849933,20979035420.980793,0.17576299211787827,0.0017560870972533273
2025-01-06,98364.58946599838,98364.58946599838,98364.58946599838,98364.58946599838,20060293834.7155,0.10976417378674164,0.001097039769631767
2025-01-07,102229.39453189743,102229.39453189743,102229.39453189743,102229.39453189743,46111387334.46171,3.9290613490894577,0.03853837800298931
2025-01-08,96952.09886774956,96952.09886774956,96952.09886774956,96952.09886774956,60610257147.15405,-5.162209644605942,-0.053002223719052145
2025-01-09,95016.71440989176,95016.71440989176,95016.71440989176,95016.71440989176,65790469838.34392,-1.9962274983833184,-0.02016421314397372
2025-01-10,92376.27578346101,92376.27578346101,92376.27578346101,92376.27578346101,65850881574.76184,-2.778920154026998,-0.02818262719143621
2025-01-11,94736.6267420969,94736.6267420969,94736.6267420969,94736.6267420969,63433655716.757095,2.555148428118903,0.025230501347335663
2025-01-12,94559.55167224213,94559.55167224213,94559.55167224213,94559.55167224213,17836423168.41627,-0.18691299864076472,-0.0018708789896100513
2025-01-13,94454.77089638807,94454.77089638807,94454.77089638807,94454.77089638807,19608932595.53299,-0.11080929848023002,-0.0011087073737424359
2025-01-14,94456.3493746993,94456.3493746993,94456.3493746993,94456.3493746993,76328330233.31137,0.0016711472552000117,1.671133291689836e-05
2025-01-15,96574.07768799194,96574.07768799194,96574.07768799194,96574.07768799194,51241728228.81719,2.2420179557139264,0.02217254188486912
2025-01-16,100313.15239828422,100313.15239828422,100313.15239828422,100313.15239828422,57637319739.543396,3.8717167171633093,0.03798645867029524
2025-01-17,100044.57926776377,100044.57926776377,100044.57926776377,100044.57926776377,50150102497.2729,-0.2677347128461349,-0.002680937632399997
2025-01-18,104160.69358484233,104160.69358484233,104160.69358484233,104160.69358484233,69135117732.00064,4.114280201091169,0.04031895794904691
2025-01-19,104334.61575724394,104334.61575724394,104334.61575724394,104334.61575724394,49416447749.13053,0.1669748601087706,0.0016683561207382067
2025-01-20,101275.33714814208,101275.33714814208,101275.33714814208,101275.33714814208,72970313683.92325,-2.9321798780760466,-0.029760275280057365
2025-01-21,101764.90860170545,101764.90860170545,101764.90860170545,101764.90860170545,120158523166.88387,0.48340639226631676,0.0048224173540825505
2025-01-22,106182.2368201815,106182.2368201815,106182.2368201815,106182.2368201815,95344290057.8965,4.340718504219265,0.04249149776434392
2025-01-23,103673.53509537787,103673.53509537787,103673.53509537787,103673.53509537787,55030669602.56557,-2.3626378572642937,-0.023909956982149278
2025-01-24,104067.60991206947,104067.60991206947,104067.60991206947,104067.60991206947,102455227371.20761,0.3801112948729424,0.003793906973615983
2025-01-25,104835.19253555956,104835.19253555956,104835.19253555956,104835.19253555956,51418786362.7815,0.7375807171305704,0.007348738924215794
2025-01-26,104796.04077738234,104796.04077738234,104796.04077738234,104796.04077738234,22740744964.719296,-0.037346006842065016,-0.0003735298219993273
2025-01-27,102552.24874280207,102552.24874280207,102552.24874280207,102552.24874280207,20639818380.26942,-2.141103822182311,-0.021643579796107294
2025-01-28,101958.46953745594,101958.46953745594,101958.46953745594,101958.46953745594,93191643783.24739,-0.5790016431870826,-0.0058068435613526335
2025-01-29,101313.11264498268,101313.11264498268,101313.11264498268,101313.11264498268,45780526813.56264,-0.6329605528613502,-0.006349722414583251
2025-01-30,103718.97939813645,103718.97939813645,103718.97939813645,103718.97939813645,47425401641.53094,2.3746844710855086,0.023469274090873633
2025-01-31,104781.5135100103,104781.5135100103,104781.5135100103,104781.5135100103,42122570869.034325,1.0244355642907044,0.010192237871411826
2025-02-01,102382.39409722165,102382.39409722165,102382.39409722165,102382.39409722165,37187819228.35328,-2.289639968370427,-0.02316259334279779
2025-02-02,100674.78762544956,100674.78762544956,100674.78762544956,100674.78762544956,22827776122.48367,-1.6678712065968604,-0.01681936795001983
2025-02-03,97568.31653024875,97568.31653024875,97568.31653024875,97568.31653024875,59784234332.21204,-3.08564951411483,-0.03134258222690729
2025-02-04,101466.8606657039,101466.8606657039,101466.8606657039,101466.8606657039,122163969235.23686,3.99570708411936,0.039179434264005816
2025-02-05,98118.43921664466,98118.43921664466,98118.43921664466,98118.43921664466,73196693057.98114,-3.3000148295620035,-0.033556936885235075
2025-02-06,96582.88682919052,96582.88682919052,96582.88682919052,96582.88682919052,48848958931.79228,-1.5649987909649221,-0.015773741833467855
2025-02-07,96635.41875332211,96635.41875332211,96635.41875332211,96635.41875332211,44462180396.172516,0.054390509391688546,0.0005437572311544015
2025-02-08,96558.4563096667,96558.4563096667,96558.4563096667,96558.4563096667,57077722340.22422,-0.07964206566111187,-0.0007967379680290219
2025-02-09,96558.23762501091,96558.23762501091,96558.23762501091,96558.23762501091,20760850644.84597,-0.00022647903057393393,-2.264792870380776e-06
2025-02-10,96548.57865379585,96548.57865379585,96548.57865379585,96548.57865379585,25457107581.051964,-0.010003259641677698,-0.00010003760001063435
2025-02-11,97399.98161383197,97399.98161383197,97399.98161383197,97399.98161383197,37054987393.57789,0.8818389373592916,0.008779734461183165
2025-02-12,95739.97737079239,95739.97737079239,95739.97737079239,95739.97737079239,36454577154.5622,-1.7043167930165692,-0.017190074275501493
2025-02-13,97836.18856127483,97836.18856127483,97836.18856127483,97836.18856127483,47115618235.19051,2.189483691189942,0.021658587183590934
2025-02-14,96561.6639990985,96561.6639990985,96561.6639990985,96561.6639990985,29084371910.690556,-1.3027128109943664,-0.013112725346795539
2025-02-15,97488.48148536457,97488.48148536457,97488.48148536457,97488.48148536457,32289906944.92862,0.9598192987589016,0.009552422973167336
2025-02-16,97569.95169430465,97569.95169430465,97569.95169430465,97569.95169430465,14215311318.346336,0.08356906138937692,0.0008353416189137124
2025-02-17,96149.3484548204,96149.3484548204,96149.3484548204,96149.3484548204,13634794998.739267,-1.4559843628242475,-0.014666878361246591
2025-02-18,95776.15723852723,95776.15723852723,95776.15723852723,95776.15723852723,25324374113.08163,-0.38813702046928134,-0.0038889222699335486
2025-02-19,95495.89153299287,95495.89153299287,95495.89153299287,95495.89153299287,38311133144.729355,-0.29262575740679475,-0.0029305474366353654
2025-02-20,96554.87156259285,96554.87156259285,96554.87156259285,96554.87156259285,27703222487.389572,1.1089273188617854,0.011028238008022993
2025-02-21,98384.31738240314,98384.31738240314,98384.31738240314,98384.31738240314,24175261969.81266,1.8947214057701167,0.018769951189020452
2025-02-22,96135.15541305285,96135.15541305285,96135.15541305285,96135.15541305285,42477472950.92155,-2.286098058299446,-0.0231263449257834
2025-02-23,96564.15414290235,96564.15414290235,96564.15414290235,96564.15414290235,18464415570.762142,0.4462454218815859,0.004452526992227976
2025-02-24,96327.46309127835,96327.46309127835,96327.46309127835,96327.46309127835,16643044374.983364,-0.2451127478150239,-0.002454136408961605
2025-02-25,91396.76686930266,91396.76686930266,91396.76686930266,91396.76686930266,45539703844.38777,-5.118681696520378,-0.05254335640561143
2025-02-26,88755.7693356979,88755.7693356979,88755.7693356979,88755.7693356979,96742453402.56294,-2.889596234165903,-0.029321671571153105
2025-02-27,83900.11496524839,83900.11496524839,83900.11496524839,83900.11496524839,69277430795.68657,-5.470804215649505,-0.05626144910470158
2025-02-28,84709.14477847965,84709.14477847965,84709.14477847965,84709.14477847965,81960688217.70384,0.964277359532062,0.009596578780697617
2025-03-01,84441.9012237131,84441.9012237131,84441.9012237131,84441.9012237131,80695237175.07367,-0.3154837124910381,-0.003159824115076059
2025-03-02,86005.25629681018,86005.25629681018,86005.25629681018,86005.25629681018,30634474722.6359,1.8513972926252231,0.01834467571310339
2025-03-03,94261.53286538439,94261.53286538439,94261.53286538439,94261.53286538439,61859112550.80991,9.599734858159392,0.09166476934551977
2025-03-04,86124.71418722175,86124.71418722175,86124.71418722175,86124.71418722175,68715362745.4567,-8.63217309417501,-0.09027677271420725
2025-03-05,87310.80531078295,87310.80531078295,87310.80531078295,87310.80531078295,65863356680.42408,1.3771785889272525,0.013677816612893448
2025-03-06,90604.08098523637,90604.08098523637,90604.08098523637,90604.08098523637,51606642859.81411,3.7718993230345443,0.0370250286613103
2025-03-07,90001.40087607042,90001.40087607042,90001.40087607042,90001.40087607042,47555759124.64708,-0.6651798711629353,-0.006674020522841662
2025-03-08,86773.33597555371,86773.33597555371,86773.33597555371,86773.33597555371,63216440874.73251,-3.586682950592812,-0.03652585024649933
2025-03-09,86142.9833586432,86142.9833586432,86142.9833586432,86142.9833586432,18809360803.37126,-0.72643584555524,-0.007290872389954077
2025-03-10,80751.13893300897,80751.13893300897,80751.13893300897,80751.13893300897,32013406240.51754,-6.259180046256474,-0.06463644642549807
2025-03-11,78783.94057934263,78783.94057934263,78783.94057934263,78783.94057934263,49983692766.22745,-2.436124591751365,-0.02466289009754066
2025-03-12,82799.1080292053,82799.1080292053,82799.1080292053,82799.1080292053,56404462275.083046,5.0964288157419935,0.049708112399743966
2025-03-13,83884.24578828987,83884.24578828987,83884.24578828987,83884.24578828987,41782186208.59073,1.3105669673419973,0.013020533422924781
2025-03-14,81098.90052436228,81098.90052436228,81098.90052436228,81098.90052436228,32583592654.882656,-3.3204629042709044,-0.03376841816872865
2025-03-15,83971.70916064628,83971.70916064628,83971.70916064628,83971.70916064628,28571483950.074646,3.542352137586624,0.034810542415063706
2025-03-16,84391.69087647168,84391.69087647168,84391.69087647168,84391.69087647168,10761796127.312485,0.500146680380098,0.004989001016243628
2025-03-17,82610.61750343916,82610.61750343916,82610.61750343916,82610.61750343916,21638031633.118767,-2.110484284098013,-0.021330733954469952
2025-03-18,84075.36559694471,84075.36559694471,84075.36559694471,84075.36559694471,19659366246.596867,1.7730748634636084,0.017575392608819594
2025-03-19,82780.03048688271,82780.03048688271,82780.03048688271,82780.03048688271,24557570268.85276,-1.5406832915503599,-0.015526751470359814
2025-03-20,86815.44109470697,86815.44109470697,86815.44109470697,86815.44109470697,33871216993.304657,4.87486001646702,0.047597644032876946
2025-03-21,84270.84358966233,84270.84358966233,84270.84358966233,84270.84358966233,27579127651.06656,-2.93104253455182,-0.029748558349979776
2025-03-22,84009.532917822,84009.532917822,84009.532917822,84009.532917822,18091004975.919056,-0.3100843194506542,-0.003105660770374277
2025-03-23,83793.30854192551,83793.30854192551,83793.30854192551,83793.30854192551,7771134681.982918,-0.25738076190472414,-0.002577125556254653
2025-03-24,85787.70914901773,85787.70914901773,85787.70914901773,85787.70914901773,12617587530.619724,2.380143046976513,0.023522592256393478
2025-03-25,87327.72969669085,87327.72969669085,87327.72969669085,87327.72969669085,27270889835.1835,1.7951528988820797,0.017792303034849438
2025-03-26,87520.58391530563,87520.58391530563,87520.58391530563,87520.58391530563,30351832942.705593,0.22083961106582617,0.002205961188157442
2025-03-27,86960.8555491039,86960.8555491039,86960.8555491039,86960.8555491039,25522877558.700558,-0.6395391131569506,-0.006415929258497127
2025-03-28,87227.27158032371,87227.27158032371,87227.27158032371,87227.27158032371,24620445368.489468,0.30636316712566725,0.003058948314696347
2025-03-29,84359.46915506005,84359.46915506005,84359.46915506005,84359.46915506005,31674486232.097313,-3.287736017998477,-0.0334299665239076
2025-03-30,82679.17255385047,82679.17255385047,82679.17255385047,82679.17255385047,16837439419.924389,-1.9918292730375708,-0.02011933602807924
2025-03-31,82356.38111183756,82356.38111183756,82356.38111183756,82356.38111183756,13428975108.070734,-0.39041445631627925,-0.003911785629917921
2025-04-01,82514.09365397849,82514.09365397849,82514.09365397849,82514.09365397849,30326148749.91535,0.1915000878034645,0.0019131696014113883
2025-04-02,85237.5876052852,85237.5876052852,85237.5876052852,85237.5876052852,29172899851.734768,3.300640933811416,0.03247339470500449
2025-04-03,82526.4221526433,82526.4221526433,82526.4221526433,82526.4221526433,46332905657.77597,-3.180715842401194,-0.03232399504241283
2025-04-04,83163.98757387721,83163.98757387721,83163.98757387721,83163.98757387721,36594464539.14662,0.7725591448211055,0.007695901881532026
2025-04-05,83852.00765399594,83852.00765399594,83852.00765399594,83852.00765399594,35647289400.47406,0.8273053038823308,0.008239018917415642
2025-04-06,83595.88550177493,83595.88550177493,83595.88550177493,83595.88550177493,14910400035.531416,-0.305445462054843,-0.0030591289879183547
2025-04-07,78211.48358199988,78211.48358199988,78211.48358199988,78211.48358199988,36140377231.68329,-6.440989155693222,-0.06657781674883545
2025-04-08,79179.29226757778,79179.29226757778,79179.29226757778,79179.29226757778,82909748172.59216,1.2374253002926494,0.012298317720762697
2025-04-09,76329.090356324,76329.090356324,76329.090356324,76329.090356324,47812787635.22632,-3.5996809640857053,-0.03666067487588219
2025-04-10,82622.17029546302,82622.17029546302,82622.17029546302,82622.17029546302,87408220482.11568,8.244667805893258,0.0792239215371125
2025-04-11,79596.35732250768,79596.35732250768,79596.35732250768,79596.35732250768,41213520154.25157,-3.662228869242723,-0.037309720503538604
2025-04-12,83439.28818043756,83439.28818043756,83439.28818043756,83439.28818043756,39813566443.76779,4.828023526703795,0.04715095021779283
2025-04-13,85305.09728392666,85305.09728392666,85305.09728392666,85305.09728392666,22428929482.069122,2.236127781260877,0.022114930109943743
2025-04-14,83600.82010054543,83600.82010054543,83600.82010054543,83600.82010054543,28731125717.934357,-1.997860898873105,-0.02018087999321789
2025-04-15,84523.4524914945,84523.4524914945,84523.4524914945,84523.4524914945,33155578229.343513,1.1036164356275968,0.010975710275204819
2025-04-16,83656.49248858042,83656.49248858042,83656.49248858042,83656.49248858042,25084671427.622566,-1.0257034909942009,-0.010310000785685756
2025-04-17,84105.77942167096,84105.77942167096,84105.77942167096,84105.77942167096,26948109141.803364,0.5370616430659725,0.005356246098968539
2025-04-18,84930.90857600998,84930.90857600998,84930.90857600998,84930.90857600998,19323821375.14309,0.9810611827305804,0.009762800228128057
2025-04-19,84433.75017215389,84433.75017215389,84433.75017215389,84433.75017215389,9550691272.782005,-0.5853680505621295,-0.005870880448176356
2025-04-20,85126.66244301842,85126.66244301842,85126.66244301842,85126.66244301842,12635983530.804455,0.8206579353063681,0.008173088486266326
2025-04-21,85073.16544858096,85073.16544858096,85073.16544858096,85073.16544858096,12625843856.313684,-0.0628439937643166,-0.0006286374887911351
2025-04-22,87452.04699068287,87452.04699068287,87452.04699068287,87452.04699068287,40070025414.28289,2.796277215686449,0.02757895252204569
2025-04-23,93576.16588573981,93576.16588573981,93576.16588573981,93576.16588573981,53841992235.36636,7.002830815051597,0.0676851043392908
2025-04-24,93605.45230873208,93605.45230873208,93605.45230873208,93605.45230873208,39901515879.65954,0.031296882828080186,0.000312919863753045
2025-04-25,93872.81422867288,93872.81422867288,93872.81422867288,93872.81422867288,30031246761.093452,0.2856264387879559,0.0028521930155209234
2025-04-26,94773.11200643536,94773.11200643536,94773.11200643536,94773.11200643536,39336184715.04292,0.9590612417023747,0.009544914442469252
2025-04-27,94644.06637120107,94644.06637120107,94644.06637120107,94644.06637120107,15445392739.787264,-0.13616270744124526,-0.0013625549309160036
2025-04-28,93809.33781968223,93809.33781968223,93809.33781968223,93809.33781968223,15926259371.057959,-0.8819660687918618,-0.00885878410193843
2025-04-29,95030.60645474444,95030.60645474444,95030.60645474444,95030.60645474444,31913814736.53902,1.301862547425392,0.012934611547916357
2025-04-30,94256.35946318062,94256.35946318062,94256.35946318062,94256.35946318062,25882629766.278946,-0.8147343476467617,-0.008180714459504218
2025-05-01,94235.75331048167,94235.75331048167,94235.75331048167,94235.75331048167,26541700309.366146,-0.021861816875068385,-0.00021864206918598088
2025-05-02,96426.94522273027,96426.94522273027,96426.94522273027,96426.94522273027,30207566405.468834,2.3252235327595905,0.02298602092509737
2025-05-03,96855.5681343944,96855.5681343944,96855.5681343944,96855.5681343944,23276376191.483967,0.44450533061488606,0.004435203235308105
2025-05-04,95922.86842404422,95922.86842404422,95922.86842404422,95922.86842404422,13797554863.642815,-0.9629799590416765,-0.009676465943906915
2025-05-05,94326.62048529249,94326.62048529249,94326.62048529249,94326.62048529249,14903122945.616686,-1.6640952934134923,-0.01678096909976812
2025-05-06,94758.8237105546,94758.8237105546,94758.8237105546,94758.8237105546,24086456278.203846,0.45819856901319067,0.004571520349550133
2025-05-07,96854.53198815876,96854.53198815876,96854.53198815876,96854.53198815876,23348052607.071873,2.2116233565811383,0.02187521678797565
2025-05-08,97026.49376966801,97026.49376966801,97026.49376966801,97026.49376966801,64376174032.08048,0.17754644824494736,0.0017738902084881538
2025-05-09,103076.27555512934,103076.27555512934,103076.27555512934,103076.27555512934,50020047720.65604,6.23518541216479,0.06048518068005183
2025-05-10,102962.54045692299,102962.54045692299,102962.54045692299,102962.54045692299,40800894903.23446,-0.11034071380034982,-0.0011040163398325915
2025-05-11,104630.8792994166,104630.8792994166,104630.8792994166,104630.8792994166,21558992540.042442,1.6203357406392005,0.01607348405551629
2025-05-12,103994.061616746,103994.061616746,103994.061616746,103994.061616746,27389436049.454792,-0.6086326397470643,-0.006104923579388807
2025-05-13,102876.8304286011,102876.8304286011,102876.8304286011,102876.8304286011,43090605819.36596,-1.074322101450642,-0.010801346088585516
2025-05-14,104184.49039270742,104184.49039270742,104184.49039270742,104184.49039270742,33861432519.50822,1.271092780228944,0.012630822057524423
2025-05-15,103594.42575090709,103594.42575090709,103594.42575090709,103594.42575090709,28398245846.798244,-0.5663651466510711,-0.00567975075643251
2025-05-16,103708.85136423641,103708.85136423641,103708.85136423641,103708.85136423641,31823340473.339912,0.11045537682159434,0.0011039441975302764
2025-05-17,103556.03493982446,103556.03493982446,103556.03493982446,103556.03493982446,25887953182.14765,-0.14735138071797493,-0.0014746004962818394
2025-05-18,103212.36483885496,103212.36483885496,103212.36483885496,103212.36483885496,18950056010.479057,-0.331868732874141,-0.003324206385600036
2025-05-19,106030.6376831359,106030.6376831359,106030.6376831359,106030.6376831359,30744060179.802963,2.7305573791290394,0.026939426895848165
2025-05-20,105629.41580436694,105629.41580436694,105629.41580436694,105629.41580436694,43339734153.75087,-0.3784018351072893,-0.003791195860787015
2025-05-21,106786.71995834043,106786.71995834043,106786.71995834043,106786.71995834043,36393687094.25122,1.0956267675633846,0.010896682599909896
2025-05-22,109665.86371625263,109665.86371625263,109665.86371625263,109665.86371625263,60722883113.84,2.6961627429285207,0.026604566498900035
2025-05-23,111560.356938144,111560.356938144,111560.356938144,111560.356938144,52218408239.45193,1.727514066540481,0.0171276219372562
2025-05-24,107216.66856870624,107216.66856870624,107216.66856870624,107216.66856870624,49251745837.96465,-3.89357697362529,-0.0397140353423682
2025-05-25,107831.36374380375,107831.36374380375,107831.36374380375,107831.36374380375,27128230116.517162,0.5733205324353063,0.005716833049975038
2025-05-26,108861.81037744327,108861.81037744327,108861.81037744327,108861.81037744327,29652659665.048733,0.9556093866045723,0.009510723216171555
2025-05-27,109377.71513263129,109377.71513263129,109377.71513263129,109377.71513263129,27950577137.918888,0.47390793281802956,0.00472788524424359
2025-05-28,109068.45694901445,109068.45694901445,109068.45694901445,109068.45694901445,38978783508.88622,-0.282743320466905,-0.0028314379444699957
2025-05-29,107838.18431100152,107838.18431100152,107838.18431100152,107838.18431100152,29794278037.284946,-1.127982069635436,-0.011343920351408136
2025-05-30,105745.41660358038,105745.41660358038,105745.41660358038,105745.41660358038,38279231892.56757,-1.9406555486743637,-0.019597334966570602
2025-05-31,104010.91956242644,104010.91956242644,104010.91956242644,104010.91956242644,39680060337.610214,-1.6402574190579222,-0.016538585754727143
2025-06-01,104687.50742934884,104687.50742934884,104687.50742934884,104687.50742934884,20432694555.09522,0.6504969572125763,0.006483903564035228
2025-06-02,105710.00593822816,105710.00593822816,105710.00593822816,105710.00593822816,17721500507.53389,0.9767149242419171,0.009719758968978599
2025-06-03,105884.74263221149,105884.74263221149,105884.74263221149,105884.74263221149,26313843058.73954,0.16529815927306402,0.0016516169223007836
2025-06-04,105434.47745144971,105434.47745144971,105434.47745144971,105434.47745144971,25925661121.080395,-0.4252408511071004,-0.004261475714241191
2025-06-05,104812.9182188067,104812.9182188067,104812.9182188067,104812.9182188067,25812143562.797962,-0.589521803177917,-0.005912663426325708
2025-06-06,101650.7387545425,101650.7387545425,101650.7387545425,101650.7387545425,39711941132.0234,-3.0169749282839997,-0.030634222059525623
2025-06-07,104409.74967959142,104409.74967959142,104409.74967959142,104409.74967959142,29897390978.090103,2.71420646701952,0.02678025114624096
2025-06-08,105681.4546141758,105681.4546141758,105681.4546141758,105681.4546141758,17749731308.73042,1.2179944291476064,0.012106365623548682
2025-06-09,105692.24740699006,105692.24740699006,105692.24740699006,105692.24740699006,16044679696.270103,0.010212570269452215,0.00010212048821996495
2025-06-10,110261.57485948496,110261.57485948496,110261.57485948496,110261.57485948496,38222993297.50514,4.323238046873712,0.04232395126828996
2025-06-11,110212.73252109604,110212.73252109604,110212.73252109604,110212.73252109604,36303839182.734825,-0.044296790111297835,-0.00044306604037645233
2025-06-12,108679.9760916168,108679.9760916168,108679.9760916168,108679.9760916168,30338936631.626648,-1.3907253675847775,-0.01400486559408855
2025-06-13,105979.22902375912,105979.22902375912,105979.22902375912,105979.22902375912,35865159511.38857,-2.485045695612742,-0.025164442264518166
2025-06-14,106045.56440819203,106045.56440819203,106045.56440819203,106045.56440819203,49471015505.74361,0.06259281657732263,0.000625732354443829
2025-06-15,105482.90611628917,105482.90611628917,105482.90611628917,105482.90611628917,17916412455.866283,-0.5305816372828787,-0.005319942204721922
2025-06-16,105554.49383061715,105554.49383061715,105554.49383061715,105554.49383061715,16568441852.649668,0.06786664964373301,0.0006784363064728933
2025-06-17,106951.2720181497,106951.2720181497,106951.2720181497,106951.2720181497,32095957011.724205,1.3232768561933117,0.013145980274528214
2025-06-18,104683.42479835715,104683.42479835715,104683.42479835715,104683.42479835715,38603212010.889435,-2.1204490390798636,-0.02143253507310026
2025-06-19,104722.695052907,104722.695052907,104722.695052907,104722.695052907,30339326410.154945,0.03751334523636185,0.00037506310740202637
2025-06-20,104690.65002458123,104690.65002458123,104690.65002458123,104690.65002458123,18063282658.152298,-0.030599888887106186,-0.0003060457160840174
2025-06-21,103290.105144757,103290.105144757,103290.105144757,103290.105144757,30632751225.407444,-1.3377936611296048,-0.01346822737892604
2025-06-22,101532.5683847329,101532.5683847329,101532.5683847329,101532.5683847329,21644463198.719532,-1.7015538492878735,-0.017161966175448812
2025-06-23,100852.58264648831,100852.58264648831,100852.58264648831,100852.58264648831,51287142390.02526,-0.6697217937676414,-0.006719744936878766
2025-06-24,105511.62437933135,105511.62437933135,105511.62437933135,105511.62437933135,50011797128.6837,4.619655352975993,0.04516125767420073
2025-06-25,105976.06929808448,105976.06929808448,105976.06929808448,105976.06929808448,31704641076.941063,0.44018364941798005,0.004392176748625466
2025-06-26,107238.53045016268,107238.53045016268,107238.53045016268,107238.53045016268,30468274982.034847,1.1912700295830136,0.011842302614463137
