date,btc_close,spx_close,qqq_close,gld_close,btc_close_return,spx_close_return,qqq_close_return,gld_close_return
2025-08-08,117463.47451085235,6389.45,574.55,313.05,2.8584853733377935,0.9401352935414886,1.8525084204928044,0.688302080988068
2025-08-12,118773.79960860992,6445.76,580.05,308.27,1.1155170602726416,0.8812965122193761,0.9572709076668628,-1.5269126337645877
2025-08-16,117339.79190213275,6445.76,580.05,308.27,-1.2073434639647718,0.0,0.0,0.0
2025-08-20,112778.34483555843,6395.78,565.9,308.36,-3.887382952220342,-0.7753934369259863,-2.4394448754417652,0.029195186038233345
2025-08-24,115359.98346714744,6395.78,565.9,308.36,2.2891261929347317,0.0,0.0,0.0
2025-08-28,111216.08479629167,6501.86,577.08,315.03,-3.5921456871878643,1.658593635178196,1.9756140660894372,2.163056168115185
2025-09-01,108253.36092385623,6501.86,577.08,315.03,-2.66393469781111,0.0,0.0,0.0
2025-09-05,110724.73637748601,6481.5,576.06,331.05,2.282954942496529,-0.313141162682673,-0.17675192347682556,5.085229978097328
2025-09-09,112025.12878118771,6512.61,580.51,334.06,1.1744371187919267,0.47998148576717803,0.7724889768427001,0.9092282132608265
2025-09-13,116160.14344594491,6512.61,580.51,334.06,3.691149217809775,0.0,0.0,0.0
2025-09-17,116762.8496864193,6600.35,590.0,336.97,0.5188580373567397,1.3472325227520177,1.6347694268832536,0.8711009998203956
2025-09-21,115715.51536781773,6600.35,590.0,336.97,-0.8969756402951057,0.0,0.0,0.0
2025-09-25,113320.56908541007,6604.72,593.53,344.75,-2.0696846700245852,0.06620861014945412,0.5983050847457649,2.308810873371514
2025-09-29,112142.57362752673,6661.21,598.73,352.46,-1.0395248341856456,0.8552974236606614,0.8761140970128034,2.236403190717895
2025-10-03,120611.71911591051,6715.79,603.18,357.64,7.552123350150164,0.8193706548810242,0.7432398576987742,1.4696703171991121
2025-10-07,124773.50823074431,6714.59,604.51,366.26,3.4505677767798115,-0.01786833715765601,0.22049802712291733,2.4102449390448477
2025-10-11,113201.74064138903,6714.59,604.51,366.26,-9.27421834445462,0.0,0.0,0.0
2025-10-15,113156.56943826911,6671.06,602.22,387.39,-0.03990327610157163,-0.6482897689955691,-0.37881920894607957,5.769125757658489
2025-10-19,107156.00337647724,6671.06,602.22,387.39,-5.30288792915854,0.0,0.0,0.0
2025-10-23,107618.42667154041,6738.44,610.58,378.79,0.4315421259586394,1.0100343873387319,1.3881970044169911,-2.2199850280079425
2025-10-27,114476.01227508576,6875.16,628.09,367.01,6.372129583788855,2.0289562569378194,2.8677650758295314,-3.109902584545532
2025-10-31,108240.76528725718,6840.2,629.07,368.12,-5.446771654523818,-0.5084972567911183,0.15602859462815477,0.30244407509332216
2025-11-04,106521.0867382576,6771.55,619.25,362.32,-1.5887531323672488,-1.0036256249817188,-1.5610345430556283,-1.57557318265783
2025-11-08,103396.084215925,6771.55,619.25,362.32,-2.933693804693638,0.0,0.0,0.0
2025-11-12,102960.77564500563,6850.92,621.08,385.99,-0.4210106932195812,1.172109782841435,0.2955187727089248,6.532899094722899
2025-11-16,95508.31019889195,6850.92,621.08,385.99,-7.238159774367614,0.0,0.0,0.0
2025-11-20,91363.27838693367,6538.76,585.67,374.85,-4.339969792499132,-4.556468328341301,-5.7013589231661115,-2.886085131739158
2025-11-24,86783.84766839583,6705.12,605.16,380.2,-5.012331868328368,2.544213275911633,3.32781259070809,1.4272375616913413
2025-11-28,91279.06057176423,6849.09,619.25,387.88,5.17978059758859,2.1471651514066936,2.328309868464551,2.0199894792214623
2025-12-02,86281.49519776918,6829.37,622.0,387.24,-5.475040324353397,-0.28792146109921646,0.4440855874041194,-0.1649994843766045
2025-12-06,89307.09154512963,6829.37,622.0,387.24,3.5066572970546828,0.0,0.0,0.0
2025-12-10,92723.21372069631,6886.68,627.61,389.05,3.8251410010820885,0.8391696452235031,0.9019292604501628,0.4674103914884764
2025-12-14,90257.4292885891,6886.68,627.61,389.05,-2.659295696474362,0.0,0.0,0.0
2025-12-18,86064.94716216,6774.76,609.11,398.57,-4.645027184437156,-1.625166262988842,-2.9476904447029217,2.4469862485541727
2025-12-22,88577.42038358838,6878.49,619.21,408.23,2.9192758541924047,1.5311243497924565,1.6581569831393361,2.4236646009484053
2025-12-26,87229.78066010942,6929.94,623.89,416.74,-1.5214257963744537,0.7479839325200688,0.7558017473877854,2.0846091664012967
2025-12-30,87156.56266080117,6896.24,619.43,398.89,-0.0839369292851333,-0.48629569664383476,-0.7148696084245731,-4.283246148677833
2026-01-03,89926.27924953419,6896.24,619.43,398.89,3.1778634955032636,0.0,0.0,0.0
2026-01-07,93666.86387314304,6920.93,624.02,409.23,4.159612356727438,0.3580211825574553,0.7410038260981855,2.592193336508819
2026-01-11,90442.01907847,6920.93,624.02,409.23,-3.4428875499030176,0.0,0.0,0.0
2026-01-15,97007.78078881276,6944.47,621.78,423.33,7.2596363695133,0.34012769960105604,-0.3589628537546852,3.445495198299242
2026-01-19,93752.70577188235,6944.47,621.78,423.33,-3.3554782827335816,0.0,0.0,0.0
2026-01-23,89443.39744146909,6915.61,622.72,458.0,-4.596462891320286,-0.415582470656517,0.15117887355657889,8.189828266364296
2026-01-27,88307.86120704381,6978.6,631.13,476.1,-1.2695584771009627,0.9108379448812265,1.35052672147995,3.9519650655021943
2026-01-31,84141.77856967277,6978.6,631.13,476.1,-4.7176803745743285,0.0,0.0,0.0
2026-02-04,75638.95670207398,6882.72,605.75,453.97,-10.105350768831334,-1.3739145387327012,-4.02135851567823,-4.648183154799412
2026-02-08,69296.80677355142,6882.72,605.75,453.97,-8.384766534397025,0.0,0.0,0.0
2026-02-12,66937.58141157958,6832.76,600.64,451.39,-3.404522476311689,-0.7258758165376467,-0.8435823359471795,-0.568319492477487
2026-02-16,68716.58337486399,6832.76,600.64,451.39,2.657702781858595,0.0,0.0,0.0
2026-02-20,66918.68417467622,6909.51,608.81,468.62,-2.616397835701212,1.123264976378513,1.3602157698454853,3.8170982963734224
2026-02-24,64577.553200674425,6890.07,607.87,474.61,-3.4984713206416274,-0.28135135487177276,-0.15439956636716934,1.2782211600017135
2026-02-28,65883.99096235317,6890.07,607.87,474.61,2.023052433744277,0.0,0.0,0.0
2026-03-04,68321.6178484252,6869.5,610.75,471.8,3.699877391254147,-0.298545588070942,0.47378551334988916,-0.5920650639472447
2026-03-08,67271.19077771841,6869.5,610.75,471.8,-1.5374739413185678,0.0,0.0,0.0
2026-03-12,70226.818790692,6672.62,597.26,466.88,4.3936014493035636,-2.8660018924230313,-2.208759721653708,-1.0428147520135655
2026-03-16,72681.9132538886,6699.38,600.38,460.43,3.4959499881575207,0.4010418696104301,0.5223855607273231,-1.3815113091158349
2026-03-20,69871.4514796119,6506.48,582.06,413.38,-3.8667966326909164,-2.8793709268619017,-3.051400779506319,-10.218708598484028
2026-03-24,70892.82823994373,6556.37,583.98,404.13,1.4617941071824792,0.7667740467964368,0.32986290073189206,-2.237650587836859
2026-03-28,66321.01624276201,6556.37,583.98,404.13,-6.4489062020603445,0.0,0.0,0.0
2026-04-01,68231.83047993251,6575.32,584.31,437.82,2.8811594656151573,0.2890318880722109,0.056508784547393276,8.336426397446361
2026-04-05,67304.24955635444,6575.32,584.31,437.82,-1.3594548424886277,0.0,0.0,0.0
2026-04-09,71117.07713411814,6824.66,610.19,437.91,5.665062166054158,3.7920587895341917,4.429155756362224,0.020556393038240195
2026-04-13,70756.75105500016,6886.24,617.39,435.36,-0.5066660408982293,0.9023160128123653,1.1799603402218972,-0.5823114338562752
2026-04-17,75149.1930221427,7126.06,648.85,445.93,6.207806183367914,3.4825971793025046,5.095644568263169,2.427875780962885
2026-04-21,75874.54629352967,7064.01,644.33,429.57,0.9652176453488259,-0.8707476501741529,-0.6966170917777625,-3.6687372457560596
2026-04-25,77444.79563692068,7064.01,644.33,429.57,2.0695337502465216,0.0,0.0,0.0
2026-04-29,76345.22521002527,7135.95,661.57,417.41,-1.4198119032432621,1.0184017293293657,2.6756475718964,-2.830737714458642
2026-05-03,78655.34555331903,7135.95,661.57,417.41,3.0258871290753664,0.0,0.0,0.0
2026-05-07,81424.99515650333,7337.11,694.94,431.68,3.5212477724184676,2.8189659400640332,5.044061852865145,3.4187010373493587
2026-05-11,82145.65606759128,7412.84,713.29,434.65,0.885061042623092,1.0321502607975042,2.6405157279765,0.6880096367679611
2026-05-15,81051.9828878728,7408.5,708.93,417.29,-1.3313828534263328,-0.058547061585034754,-0.6112520854070547,-3.9940181755435344
2026-05-19,76952.2148594993,7353.61,701.53,411.5,-5.0581958420993995,-0.7409057164068367,-1.0438266119362938,-1.3875242637015117
