date,open,high,low,close,volume,daily_return,log_return,MA20,MA50,MA200,RSI,EMA12,EMA26,MACD,Signal
2024-12-07,99973.85150659826,99973.85150659826,99973.85150659826,99973.85150659826,115812632020.44765,2.852169083951117,0.028122519669248,,,,,97342.54818406599,96965.83451133023,376.7136727357574,222.76200830653852
2024-12-08,99781.82999198174,99781.82999198174,99781.82999198174,99781.82999198174,61061136199.7846,-0.1920717384823911,-0.0019225643278093,,,,,97776.2444816938,97311.82392611197,464.4205555818189,274.6601294931178
2024-12-09,101235.3717025316,101235.3717025316,101235.3717025316,101235.3717025316,62677764785.05408,1.4567198363335976,0.0144621160036875,,,,,98376.88037768607,97771.46684041526,605.4135372708115,344.659041957997
2024-12-10,97353.94700820888,97353.94700820888,97353.94700820888,97353.94700820888,146846843211.51685,-3.834059804440537,-0.0390949430288565,,,,62.099984341730035,98202.70748529359,97724.57439445243,478.1330908411619,372.5819125714448
2024-12-11,96649.71446771533,96649.71446771533,96649.71446771533,96649.71446771533,125835977742.51114,-0.7233733835508183,-0.0072600241495895,,,,60.207582936832736,97942.55456853657,97608.30087953515,334.2536890014162,364.63672129111495
2024-12-12,101123.61811033696,101123.61811033696,101123.61811033696,101123.61811033696,118484957960.76833,4.628987956416686,0.0452504587633861,,,,60.925431199209946,98468.25040008921,97976.03193951874,492.21846057046787,390.892092136715
2024-12-13,100000.80836535196,100000.80836535196,100000.80836535196,100000.80836535196,100092043319.8122,-1.110333832952748,-0.0111654405128076,,,,58.914670904019516,98718.66007955733,98181.56442884845,537.0956507088849,420.8064145065378
2024-12-14,101352.22971292294,101352.22971292294,101352.22971292294,101352.22971292294,78802903278.85962,1.3514104232373425,0.0134236031745792,,,,58.15780572269115,99144.89831951143,98494.82056887017,650.077750641256,467.5018723190997
2024-12-15,101367.01064553364,101367.01064553364,101367.01064553364,101367.01064553364,57321924844.41535,0.0145837271193327,0.0001458266379722,,,,60.56478335069388,99501.68796492537,98771.74125254025,729.9467123851209,520.7583470190682
2024-12-16,104721.50151808978,104721.50151808978,104721.50151808978,104721.50151808978,70645074624.52869,3.309253031330206,0.0325567604853986,98318.01621216489,,,64.513157031477,100334.20622343429,99332.84886829434,1001.3573551399459,617.9992600407467
2024-12-17,106074.10723541168,106074.10723541168,106074.10723541168,106074.10723541168,115184737759.33566,1.2916217755799098,0.0128335147936112,99025.13003528956,,,70.15789483789413,101244.53471460861,99955.99238013773,1288.5423344708834,753.3563234806968
2024-12-18,106034.913402645,106034.913402645,106034.913402645,106034.913402645,93417826250.1972,-0.0369494816295667,-0.0003695630963252,99527.81667681652,,,69.81429857634552,102000.68025218559,100507.77867757404,1492.9015746115474,902.3648626616946
2024-12-19,100355.5761481501,100355.5761481501,100355.5761481501,100355.5761481501,113692025885.44743,-5.3561011861525625,-0.0550487709086048,99762.5156863151,,,52.62557402202787,101742.04067752602,100494.19006828024,1247.8506092457828,971.872311537111
2024-12-20,97851.35377075804,97851.35377075804,97851.35377075804,97851.35377075804,100611554887.24124,-2.4953495097224887,-0.025270111785592,99782.42100759779,,,51.12445636167596,101132.41104325453,100261.77228643716,870.6387568173668,951.5295345449259
2024-12-21,97691.43431692652,97691.43431692652,97691.43431692652,97691.43431692652,112340864006.62828,-0.1634310080228185,-0.0016356470217972,99841.335606095,,,45.65814681183842,100594.77491938185,100038.82217279394,555.9527465879073,872.1141541289617
2024-12-22,97202.82496847631,97202.82496847631,97202.82496847631,97202.82496847631,53058382639.48845,-0.5001557729872985,-0.005014107382431,99835.89149497666,,,45.14868859297265,100066.06739214552,99795.90554993913,270.16184220639116,751.3587308718626
2024-12-23,95094.27394862172,95094.27394862172,95094.27394862172,95094.27394862172,44619017105.36954,-2.169228127411338,-0.0219310176123482,99798.94838090593,,,38.72593283171639,99292.67386963876,99397.79882863375,-105.12495899498754,579.6468189708274
2024-12-24,94644.9108546432,94644.9108546432,94644.9108546432,94644.9108546432,64937790292.61125,-0.4725448497785556,-0.0047366487275402,99729.61237475816,,,44.309570340687095,98570.91957024195,98999.57324354224,-428.65367330028675,377.5958971946652
2024-12-25,98695.714007826,98695.714007826,98695.714007826,98695.714007826,49169088282.15742,4.280001023408508,0.0419094128912535,99720.32460234036,,,53.767953317689454,98590.27103008573,98974.35896617011,-384.0879360843828,225.02303547081024
2024-12-26,99344.95417367227,99344.95417367227,99344.95417367227,99344.95417367227,33963749856.44743,0.657820020223765,0.0065566582631392,99827.4972928201,,,46.18727250573812,98707.15458388532,99004.83954127014,-297.6849573848158,120.35186026093372
2024-12-27,95678.31244565404,95678.31244565404,95678.31244565404,95678.31244565404,45049342388.18843,-3.6908182791129054,-0.0376065267561875,99612.72033977289,,,41.64547181254734,98238.53800062419,98733.45873753932,-494.9207369151263,-2.8246472787444223
2024-12-28,94331.94727053076,94331.94727053076,94331.94727053076,94331.94727053076,41498540807.66696,-1.407179057310426,-0.0141717369421423,99340.22620370034,,,36.42853241743777,97634.64439628791,98377.05525863451,-742.4108623466018,-150.85917532877656
2024-12-29,95184.61945288602,95184.61945288602,95184.61945288602,95184.61945288602,22429850903.940086,0.9039060541280896,0.0089984527542687,99037.68859121806,,,38.423362233556304,97256.19047503937,98120.32538727713,-864.1349122377578,-293.604798498018
2024-12-30,93663.44751964069,93663.44751964069,93663.44751964069,93663.44751964069,24065314499.502277,-1.5981278719071734,-0.0161103564188695,98853.16361678965,,,27.767121756926983,96701.56724572011,97764.17087025012,-1062.6036245300056,-447.4825890138191
2024-12-31,92627.28213113276,92627.28213113276,92627.28213113276,92627.28213113276,57595164139.4709,-1.106264413650393,-0.0111242902517962,98652.04199996052,,,22.615907382093752,96072.93812901319,97356.0580707119,-1283.1199416987074,-614.6778820191274
2025-01-01,93507.85874741492,93507.85874741492,93507.85874741492,93507.85874741492,45327464907.74362,0.9506665811866322,0.0094617618315366,98271.25403181442,,,25.33426637037546,95677.34353215636,97051.96240679559,-1374.618874639229,-766.7154195449274
2025-01-02,94384.1761153871,94384.1761153871,94384.1761153871,94384.1761153871,23275007789.49633,0.9371590577636146,0.0093279496672774,97990.42241931618,,,35.49970733859128,95477.9823488839,96842.18448372184,-1364.2021348379349,-886.2437939436737
2025-01-03,96852.14681235077,96852.14681235077,96852.14681235077,96852.14681235077,45157338602.61752,2.6148140488575944,0.025812122766966,97765.41827428757,,,47.56935608215139,95689.76291356309,96842.96430285466,-1153.201389291571,-939.6464043014931
2025-01-04,98084.34279280754,98084.34279280754,98084.34279280754,98084.34279280754,35721645948.10051,1.2722443652634308,0.0126421933033104,97601.28488165126,,,50.90838985143021,96058.70618394732,96939.72875579906,-881.0225718517468,-927.9196893768218
2025-01-05,98256.73876849932,98256.73876849932,98256.73876849932,98256.73876849932,20979035420.980797,0.1757629921178782,0.0017560870972533,97278.04674417173,,,52.472765158678506,96397.28930949439,97041.99234132029,-644.7030318259058,-871.2688276755027
2025-01-06,98364.58946599838,98364.58946599838,98364.58946599838,98364.58946599838,20060293834.7155,0.1097641737867416,0.0010970397696317,96892.57085570108,,,58.46805079901382,96700.2721201847,97144.32400034368,-444.05188015897875,-785.8163513062862
2025-01-07,102229.39453189744,102229.39453189744,102229.39453189744,102229.39453189744,46111387334.46171,3.9290613490894577,0.0385383780029893,96702.29491216369,,,66.68740644703065,97551.67018130972,97536.4716479224,15.198533387316274,-625.5997446460321
2025-01-08,96952.09886774956,96952.09886774956,96952.09886774956,96952.09886774956,60610257147.15405,-5.162209644605942,-0.0530022237190521,96532.12104814367,,,46.360137872610544,97459.35836325928,97491.54304652981,-32.18468327053415,-506.9086546739269
2025-01-09,95016.71440989176,95016.71440989176,95016.71440989176,95016.71440989176,65790469838.34392,-1.9962274983833184,-0.0201642131439737,96390.38908010036,,,41.425088097421835,97083.32544167328,97301.80271138383,-218.4772697105509,-449.21923677058436
2025-01-10,92376.275783461,92376.275783461,92376.275783461,92376.275783461,65850881574.76184,-2.778920154026998,-0.0281826271914362,96124.63115342708,,,43.180880513271674,96358.77014146361,96925.14910601541,-566.3789645517973,-472.6522029764532
2025-01-11,94736.6267420969,94736.6267420969,94736.6267420969,94736.6267420969,63433655716.757095,2.555148428118903,0.0252305013473356,96001.3212421081,,,50.802120873499156,96109.09479123016,96758.19340486509,-649.0986136349238,-507.9427148030101
2025-01-12,94559.55167224212,94559.55167224212,94559.55167224212,94559.55167224212,17836423168.41627,-0.1869129986407647,-0.00187087898961,95974.58512828912,,,48.72694924502318,95870.61073574101,96590.83606931848,-720.2253335774731,-550.400422106043
2025-01-13,94454.77089638809,94454.77089638809,94454.77089638809,94454.77089638809,19608932595.53299,-0.11080929848023,-0.0011087073737424,95965.07813037638,,,51.710333157024614,95652.71747366761,96428.57370355654,-775.8562298889301,-595.4925892515504
2025-01-14,94456.3493746993,94456.3493746993,94456.3493746993,94456.3493746993,76328330233.31137,0.0016711472552,1.671133291689836e-05,95753.10989872002,,,54.13834536303126,95468.60954631322,96279.03970406373,-810.4301577505103,-638.4808698878968
2025-01-15,96574.07768799194,96574.07768799194,96574.07768799194,96574.07768799194,51241728228.81719,2.2420179557139264,0.0221725418848691,95614.56607443602,97432.83417118299,,56.56967100092156,95638.72167342364,96301.37048931609,-662.6488158924476,-643.3145280770818
2025-01-16,100313.15239828422,100313.15239828422,100313.15239828422,100313.15239828422,57637319739.5434,3.871716717163309,0.0379864586702952,95846.30807206754,97600.4606036903,,61.31530430402103,96358.0083506598,96604.52434615545,-246.51599549564708,-563.9539154227845
2025-01-17,100044.57926776377,100044.57926776377,100044.57926776377,100044.57926776377,50150102497.2729,-0.2677347128461349,-0.0026809376323999,96131.93967192918,97681.72857760346,,56.6510317787999,96925.26885913828,96864.0879260932,61.180933045077836,-438.9258036742743
2025-01-18,104160.69358484232,104160.69358484232,104160.69358484232,104160.69358484232,69135117732.00064,4.114280201091169,0.0403189579490469,96580.74337852698,97851.71053013676,,61.30128692854295,98038.57013569686,97413.88277512524,624.6873605716246,-226.20161634135408
2025-01-19,104334.61575724394,104334.61575724394,104334.61575724394,104334.61575724394,49416447749.13053,0.1669748601087706,0.0016683561207382,97114.30179040715,97989.33789837953,,61.303483763548115,99007.3096158468,97934.69164359847,1072.6179722483212,33.56381996702288
2025-01-20,101275.33714814208,101275.33714814208,101275.33714814208,101275.33714814208,72970313683.92325,-2.932179878076046,-0.0297602752800573,97546.70454125763,98084.58179440274,,54.877846603528084,99356.27261408158,98185.79052942013,1170.4820846614457,260.9485363399403
2025-01-21,101764.90860170544,101764.90860170544,101764.90860170544,101764.90860170544,120158523166.88388,0.4834063922663167,0.0048224173540825,97959.55703397215,98173.64582261996,,49.12232530257915,99726.864063771,98454.52104735094,1272.343016420069,463.22818917399815
2025-01-22,106182.2368201815,106182.2368201815,106182.2368201815,106182.2368201815,95344290057.8965,4.340718504219265,0.0424914977643439,98549.46006921187,98380.62783442286,,68.0267686823459,100720.0710536313,99034.15551504625,1685.9155385850463,707.7663909970356
2025-01-23,103673.53509537788,103673.53509537788,103673.53509537788,103673.53509537788,55030669602.56557,-2.3626378572642937,-0.0239099569821492,98890.52948336322,98533.46591677847,,66.53673462525927,101174.47828880123,99381.81805480263,1792.6602339985984,924.7456791595225
2025-01-24,104067.60991206949,104067.60991206949,104067.60991206949,104067.60991206949,102455227371.2076,0.3801112948729424,0.0037939069736159,99189.69283932631,98637.1887258962,,74.43008085769746,101619.59879556055,99732.65575568317,1886.9430398773839,1117.1855199445922
2025-01-25,104835.19253555956,104835.19253555956,104835.19253555956,104835.19253555956,51418786362.7815,0.7375807171305704,0.0073487389242157,99518.61552767934,98789.86256932585,,72.6066532064116,102114.32746936005,100114.39140874342,1999.9360606166301,1293.7358986416677
2025-01-26,104796.04077738234,104796.04077738234,104796.04077738234,104796.04077738234,22740744964.719296,-0.037346006842065,-0.0003735298219993,99840.18809324852,98886.30635474152,,73.05779264141324,102526.91423299459,100464.38066089677,2062.5335720978183,1447.49562184177
2025-01-27,102552.24874280208,102552.24874280208,102552.24874280208,102552.24874280208,20639818380.26942,-2.141103822182311,-0.0216435797961072,99856.33080379377,98941.71472975794,,66.63650698090369,102530.81197367406,100620.35821046682,1910.453763207246,1540.087340928559
2025-01-28,101958.46953745594,101958.46953745594,101958.46953745594,101958.46953745594,93191643783.2474,-0.5790016431870826,-0.0058068435613526,100106.64933727909,98956.17668645643,,65.04717105545302,102442.75692492022,100720.26078134865,1722.4961435715668,1576.569130082148
2025-01-29,101313.11264498268,101313.11264498268,101313.11264498268,101313.11264498268,45780526813.56264,-0.6329605528613502,-0.0063497224145832,100421.46924903363,99035.35999919189,,60.10183750249659,102268.96154543232,100764.49684591214,1504.4646995201765,1562.148234917611
2025-01-30,103718.97939813643,103718.97939813643,103718.97939813643,103718.97939813643,47425401641.53094,2.3746844710855086,0.0234692740908736,100988.6044297674,99176.74529780033,,57.69744739257379,102492.04550723002,100984.82832823892,1507.217178991108,1551.1620182153824
2025-01-31,104781.5135100103,104781.5135100103,104781.5135100103,104781.5135100103,42122570869.034325,1.0244355642907044,0.0101922378714118,101490.84876816308,99249.9032057938,,60.33495426457041,102844.27708816245,101267.82549010059,1576.4515980618598,1556.2199362166184
2025-02-01,102382.39409722164,102382.39409722164,102382.39409722164,102382.39409722164,37187819228.35328,-2.289639968370427,-0.0231625933427977,101881.99088941205,99297.5349204312,,45.80590926277071,102773.21718759825,101350.86463793826,1422.3525496599905,1529.4464503006263
2025-02-02,100674.78762544956,100674.78762544956,100674.78762544956,100674.78762544956,22827776122.48367,-1.6678712065968604,-0.0168193679500198,102192.99172586513,99283.9860786817,,41.95067007462002,102450.37810728814,101300.51621937017,1149.8618879179703,1453.5295183050862
2025-02-03,97568.31653024876,97568.31653024876,97568.31653024876,97568.31653024876,59784234332.21204,-3.08564951411483,-0.0313425822269072,102348.5900836426,99208.01219637603,,41.86376599110938,101699.28430286876,101022.68438667696,676.5999161918007,1298.1435659213926
2025-02-04,101466.8606657039,101466.8606657039,101466.8606657039,101466.8606657039,122163969235.23686,3.99570708411936,0.0391794342640058,102593.22923252819,99142.9193793283,,49.43098707767993,101663.52652181081,101055.7375326191,607.7889891917148,1160.0726278558213
2025-02-05,98118.43921664466,98118.43921664466,98118.43921664466,98118.43921664466,73196693057.98114,-3.3000148295620035,-0.033556936885235,102483.4935734462,98983.80601895296,,33.95008796246306,101118.12462345637,100837.23439104282,280.8902324135561,984.236125620187
2025-02-06,96582.88682919052,96582.88682919052,96582.88682919052,96582.88682919052,48848958931.79228,-1.564998790964922,-0.0157737418334678,102310.40895151754,98794.76548748388,,35.31826365086894,100420.39156294089,100520.85675289507,-100.46518995417864,767.2958396588351
2025-02-07,96635.41875332213,96635.41875332213,96635.41875332213,96635.41875332213,44462180396.17252,0.0543905093916885,0.0005437572311544,101934.14520994155,98720.36233958733,,34.39029173536028,99838.08510966644,100231.99758743262,-393.9124777661782,535.0541566075094
2025-02-08,96558.4563096667,96558.4563096667,96558.4563096667,96558.4563096667,57077722340.22422,-0.0796420656611118,-0.000796737968029,101545.33723756268,98694.50439036549,,32.09714657231724,99333.52467418491,99958.965390646,-625.4407164610893,302.9551663503487
2025-02-09,96558.23762501092,96558.23762501092,96558.23762501092,96558.23762501092,20760850644.84597,-0.0002264790305739,-2.264792870380776e-06,101309.48226140611,98671.84045652718,,32.15129805327456,98906.55589025407,99706.27292755312,-799.7170372990513,82.42071372927461
2025-02-10,96548.57865379583,96548.57865379583,96548.57865379583,96548.57865379583,25457107581.051964,-0.0100032596416776,-0.0001000376000106,101048.66576401064,98658.75553023357,,35.597614516297185,98543.78905040747,99471.69343328263,-927.9043828751601,-119.64431430787208
2025-02-11,97399.98161383196,97399.98161383196,97399.98161383196,97399.98161383196,37054987393.57789,0.8818389373592916,0.0087797344611831,100609.55300369316,98704.86968353778,,39.19802272000706,98367.8182194715,99317.82259620006,-950.0043767285533,-285.71633252294305
2025-02-12,95739.9773707924,95739.9773707924,95739.9773707924,95739.9773707924,36454577154.5622,-1.7043167930165692,-0.0171900742755014,100212.8751174639,98726.77101386077,,37.3995891383836,97963.53412536834,99052.14041090242,-1088.6062855340715,-446.2943275582431
2025-02-13,97836.18856127484,97836.18856127484,97836.18856127484,97836.18856127484,47115618235.19051,2.189483691189942,0.0216585871835909,99901.30404992416,98709.58050492972,,36.51060255028124,97943.9424637678,98961.86331752373,-1017.9208537559316,-560.6196353227224
2025-02-14,96561.6639990985,96561.6639990985,96561.6639990985,96561.6639990985,29084371910.69056,-1.3027128109943664,-0.0131127253467955,99487.6276231011,98653.91470143825,,31.333143323146544,97731.283904524,98783.69326035904,-1052.4093558350432,-658.977581163021
2025-02-15,97488.48148536457,97488.48148536457,97488.48148536457,97488.48148536457,32289906944.92862,0.9598192987589016,0.0095524229731673,99122.24965850022,98690.11808223248,,38.089730441592764,97693.9296365627,98687.5630499978,-993.6334134351055,-725.9087485634949
2025-02-16,97569.95169430463,97569.95169430463,97569.95169430463,97569.95169430463,14215311318.346336,0.0835690613893769,0.0008353416189137,98873.13480607535,98754.87817070793,,41.794307021493736,97674.85608554195,98604.62636338375,-929.7702778418025,-766.6810548802023
2025-02-17,96149.3484548204,96149.3484548204,96149.3484548204,96149.3484548204,13634794998.739267,-1.4559843628242477,-0.0146668783612465,98582.67875194356,98774.17275074663,,45.882973531331764,97440.16238064012,98422.4474992379,-982.2851185977779,-809.8018680137994
2025-02-18,95776.15723852724,95776.15723852724,95776.15723852724,95776.15723852724,25324374113.08163,-0.3881370204692813,-0.0038889222699335,98305.83098162079,98816.42694512436,,29.24248052071883,97184.16138348966,98226.12023528786,-1041.9588517982047,-856.2332651067048
2025-02-19,95495.89153299289,95495.89153299289,95495.89153299289,95495.89153299289,38311133144.72936,-0.2926257574067947,-0.0029305474366353,97894.67658836363,98873.79913316156,,37.6753203602177,96924.42738343865,98023.58901169138,-1099.1616282527248,-904.8189380172006
2025-02-20,96554.87156259285,96554.87156259285,96554.87156259285,96554.87156259285,27703222487.38957,1.1089273188617854,0.0110282380080229,97483.34449099275,98934.73938946512,,49.86216816018698,96867.5726090051,97914.64966717495,-1047.0770581698453,-933.2705621795085
2025-02-21,98384.31738240314,98384.31738240314,98384.31738240314,98384.31738240314,24175261969.81266,1.8947214057701167,0.0187699511890204,97283.44065525182,99014.74221480543,,57.32384530129602,97100.9180725453,97949.48293360269,-848.5648610573844,-916.3294218923108
2025-02-22,96135.15541305284,96135.15541305284,96135.15541305284,96135.15541305284,42477472950.92155,-2.286098058299446,-0.0231263449257834,97056.45904463198,99000.40238681948,,48.50020476251301,96952.3391405488,97814.93427828021,-862.5951377314195,-905.582565028276
2025-02-23,96564.15414290236,96564.15414290236,96564.15414290236,96564.15414290236,18464415570.762142,0.4462454218815859,0.0044525269922279,97006.25092526467,98969.99861382139,,50.02034462958519,96892.61835082962,97722.18558882189,-829.5672379922617,-890.3794995850202
2025-02-24,96327.46309127836,96327.46309127836,96327.46309127836,96327.46309127836,16643044374.983364,-0.2451127478150239,-0.0024541364089616,96749.28104654339,98931.41310027696,,49.25135756350799,96805.67136213585,97618.7713167314,-813.0999545955565,-874.9235905578055
2025-02-25,91396.76686930266,91396.76686930266,91396.76686930266,91396.76686930266,45539703844.38777,-5.118681696520378,-0.0525433564056114,96413.19742917629,98792.05664834304,,34.07387090828277,95973.53200138173,97157.46289032963,-1183.9308889478998,-936.7250503296209
2025-02-26,88755.7693356979,88755.7693356979,88755.7693356979,88755.7693356979,96742453402.56294,-2.889596234165903,-0.0293216715711531,96021.84155450166,98522.58414441906,,32.38806567909471,94863.10674102168,96534.5911208432,-1671.4843798215152,-1083.676916406424
2025-02-27,83900.11496524839,83900.11496524839,83900.11496524839,83900.11496524839,69277430795.68657,-5.470804215649505,-0.0562614491047015,95385.07636509798,98261.54446636903,,19.150913689976107,93176.4923198132,95597.97428417025,-2421.4819643570518,-1351.2379262564407
2025-02-28,84709.14477847965,84709.14477847965,84709.14477847965,84709.14477847965,81960688217.70384,0.964277359532062,0.0095965787806976,94792.61078853862,98055.3930737408,,23.21101753660588,91873.82327002565,94790.8120462202,-2916.9887761945574,-1664.388096487403
2025-03-01,84441.9012237131,84441.9012237131,84441.9012237131,84441.9012237131,80695237175.07367,-0.3154837124910381,-0.003159824115076,94186.79396847372,97896.70558254585,,19.60600317120928,90730.4505010036,94023.7136768679,-3293.263175864311,-1990.163112565304
2025-03-02,86005.25629681018,86005.25629681018,86005.25629681018,86005.25629681018,30634474722.6359,1.8513972926252231,0.0183446757131033,93659.62785062444,97722.0781736401,,24.798341689724282,90003.49746769124,93429.38629657609,-3425.888828884854,-2277.308255972018
2025-03-03,94261.5328653844,94261.5328653844,94261.5328653844,94261.5328653844,61859112550.80991,9.599734858159392,0.0916647693455197,93502.70541320207,97716.11779750296,,46.8303956147812,90658.57989666804,93491.06210232942,-2832.4822056613775,-2388.343045954066
2025-03-04,86124.71418722175,86124.71418722175,86124.71418722175,86124.71418722175,68715362745.4567,-8.63217309417501,-0.0902767727142072,93021.94225402354,97549.51666331962,,37.146358947384485,89961.06204106584,92945.11721974537,-2984.055178679526,-2507.485472537079
2025-03-05,87310.80531078295,87310.80531078295,87310.80531078295,87310.80531078295,65863356680.42408,1.3771785889272523,0.0136778166128934,92495.67309149895,97406.60578204128,,39.35603989582951,89553.33020962398,92527.55577508794,-2974.2255654639594,-2600.8334911462243
2025-03-06,90604.08098523636,90604.08098523636,90604.08098523636,90604.08098523636,51606642859.81411,3.771899323034544,0.0370250286613103,92197.79394080583,97287.20584798617,,42.68652398262937,89714.98418408784,92385.01136107733,-2670.02717698949,-2614.672228317696
2025-03-07,90001.40087607042,90001.40087607042,90001.40087607042,90001.40087607042,47555759124.64708,-0.6651798711629353,-0.0066740205228416,91823.43991034113,97080.9708175419,,39.37714121727875,89759.04829261906,92208.37327074805,-2449.3249781289924,-2581.602778274566
2025-03-08,86773.33597555371,86773.33597555371,86773.33597555371,86773.33597555371,63216440874.73251,-3.586682950592812,-0.0365258502464993,91283.60912440358,96815.5459516977,,38.42386889459765,89299.70791786787,91805.62094614924,-2505.913028281371,-2566.4648282739536
2025-03-09,86142.9833586432,86142.9833586432,86142.9833586432,86142.9833586432,18809360803.37126,-0.72643584555524,-0.007290872389954,90783.29086959473,96455.19174717371,,37.177802867963365,88814.0579693262,91386.01488596013,-2571.956916633935,-2567.5632459460644
2025-03-10,80751.13893300897,80751.13893300897,80751.13893300897,80751.13893300897,32013406240.51754,-6.259180046256474,-0.064636446425498,90032.03995431881,95983.52221068901,,32.9924499093803,87573.60885147235,90597.98298328997,-3024.374131817618,-2658.9254231279983
2025-03-11,78783.94057934263,78783.94057934263,78783.94057934263,78783.94057934263,49983692766.22745,-2.436124591751365,-0.0246628900975406,89196.44240663628,95533.69427931303,,35.275326524278896,86221.35216162002,89722.59789612691,-3501.245734506898,-2827.389485415023
2025-03-12,82799.1080292053,82799.1080292053,82799.1080292053,82799.1080292053,56404462275.083046,5.0964288157419935,0.0497081123997439,88508.65422996691,95154.37826786304,,43.262160709470095,85694.85305358488,89209.59983538157,-3514.7467817966826,-2964.8609446986957
2025-03-13,83884.24578828987,83884.24578828987,83884.24578828987,83884.24578828987,41782186208.59073,1.3105669673419973,0.0130205334229247,87783.65065026125,94708.41844722518,,49.980375733890405,85416.29808488507,88815.02450345222,-3398.726418567152,-3051.634039476094
2025-03-14,81098.90052436228,81098.90052436228,81098.90052436228,81098.90052436228,32583592654.882656,-3.3204629042709044,-0.0337684181687286,87031.83790582672,94256.92575580488,,45.74352508727677,84752.08306587243,88243.31935152067,-3491.236285648236,-3139.554488713527
2025-03-15,83971.70916064628,83971.70916064628,83971.70916064628,83971.70916064628,28571483950.07465,3.542352137586624,0.0348105424150637,86402.2156567139,93855.00774077643,,49.47773169326918,84632.0255405077,87926.83180921302,-3294.806268705317,-3170.604844712734
2025-03-16,84391.69087647168,84391.69087647168,84391.69087647168,84391.69087647168,10761796127.312485,0.500146680380098,0.0049890010162436,85805.42704597359,93446.13770759465,,48.1610131651065,84595.0509764232,87664.91436716227,-3069.863390739076,-3150.456553917562
2025-03-17,82610.61750343916,82610.61750343916,82610.61750343916,82610.61750343916,21638031633.118767,-2.110484284098013,-0.0213307339544699,85366.1195776804,93002.4292421158,,34.422177256890905,84289.75351633958,87290.44899815532,-3000.695481815739,-3120.5043394966733
2025-03-18,84075.36559694471,84075.36559694471,84075.36559694471,84075.36559694471,19659366246.596867,1.7730748634636084,0.0175753926088195,85132.09939074275,92632.89157919865,,46.66488093106248,84256.77075926265,87052.25167136613,-2795.4809121034777,-3055.499654017124
2025-03-19,82780.03048688271,82780.03048688271,82780.03048688271,82780.03048688271,24557570268.85276,-1.54068329155036,-0.0155267514703598,85076.09516682447,92249.32279818719,,42.652721365436214,84029.57994668793,86735.73793648837,-2706.157989800442,-2985.6313211730053
2025-03-20,86815.44109470697,86815.44109470697,86815.44109470697,86815.44109470697,33871216993.304657,4.87486001646702,0.0475976440328769,85181.40998263583,91959.36936718167,,44.00059844422885,84458.17397175767,86741.6427880388,-2283.4688162811217,-2845.198820193371
2025-03-21,84270.84358966233,84270.84358966233,84270.84358966233,84270.84358966233,27579127651.06656,-2.93104253455182,-0.0297485583499797,85172.8571009333,91570.40665101219,,41.451284371532864,84429.35391284304,86558.59439303659,-2129.240480193548,-2702.00715219238
2025-03-22,84009.532917822,84009.532917822,84009.532917822,84009.532917822,18091004975.919056,-0.3100843194506542,-0.0031056607703742,85073.07093198388,91154.96703916842,,45.47663687444276,84364.76606720728,86369.74996637924,-2004.983899171959,-2562.6025015874966
