entry_date,exit_date,direction,entry_price,exit_price,pnl_pips,pnl_usd,pnl_pct,reason
2025-02-05,2025-03-06,Long,1.0374798442840576,1.0792938802719116,418.14035987854044,0.0021859054060434932,2.1859054060434933e-05,Take Profit
2025-03-06,2025-04-04,Short,1.0792938802719116,1.1045744087219238,-252.80528450012162,-0.0011098430291149887,-1.1098430291149887e-05,Stop Loss
2025-04-04,2025-04-14,Short,1.1041744087219239,1.1345141794204712,-303.3977069854732,-0.0013635716648855733,-1.3635716648855733e-05,Stop Loss
2025-04-17,2025-05-13,Long,1.1398790742874145,1.1093577478408811,-305.2132644653338,-0.0010496759092274467,-1.0496759092274467e-05,Stop Loss
2025-05-20,2025-06-26,Long,1.123542990875244,1.1681744192123413,446.3142833709743,0.0019973941698182077,1.9973941698182076e-05,Take Profit
2025-06-26,2025-07-31,Long,1.1685744192123413,1.1427355144500733,-258.3890476226802,-0.0013409421895855672,-1.3409421895855672e-05,Stop Loss
2025-07-31,2025-08-07,Short,1.1427355144500733,1.1665167476654053,-237.81233215331986,-0.001146346034287032,-1.1463460342870321e-05,Stop Loss
2025-08-07,2026-03-16,Long,1.1665167476654053,1.1433105800628662,-232.06167602539017,-0.0010711203177850024,-1.0711203177850024e-05,Stop Loss
